t[s],x[m],y[m]
138.998494864,-0.0326394625008,0.0836333185434
139.20609355,-0.0479497425258,0.0179997459054
139.475894451,-0.0479497425258,0.0179997459054
139.700959682,-0.0924080610275,0.0287744887173
139.989402771,-0.070933252573,0.0141218164936
140.202618361,-0.0152102746069,0.00995574146509
140.455309391,-0.0668307319283,0.0123991239816
140.709872007,-0.0668307319283,0.0123991239816
141.003709078,0.0080101955682,-0.195186942816
141.229745388,0.0293452143669,-0.0331799201667
141.453157425,0.0470713488758,-0.122231088579
141.697638988,0.0605482831597,-0.0775640383363
141.966953278,0.0895130783319,-0.10944057256
142.200291157,0.0895130783319,-0.10944057256
142.455706835,0.120590798557,-0.1302883178
142.711533785,0.0723447650671,-0.0343487598002
143.03790617,0.117641702294,-0.162014260888
143.214451313,0.117641702294,-0.162014260888
143.446455956,-0.0269303955138,-0.120159365237
143.686233997,0.0297277085483,-0.167340710759
144.07248807,0.0671754553914,-0.155182823539
144.197906017,0.00710644619539,-0.213238179684
144.442060471,-0.00704488670453,-0.090087749064
144.697374105,-0.00704488670453,-0.090087749064
145.016790867,0.0508327074349,-0.163109600544
145.201658487,-0.0121499625966,-0.106958650053
145.448986292,-0.0610822215676,-0.062986113131
145.730729103,-0.0610822215676,-0.062986113131
146.009704113,-0.0453911535442,-0.195159375668
146.189800501,-0.0887800678611,-0.635401844978
146.441515923,-0.049193944782,-0.189797505736
146.735407829,-0.0365778021514,-0.744988083839
147.001767635,-0.0937149003148,-0.327702045441
147.201446533,-0.0937149003148,-0.327702045441
147.44238472,-0.0507089011371,-0.253525704145
147.734604836,-0.101464241743,-0.173822969198
147.998295546,-0.131913363934,-0.0730719342828
148.201938629,-0.131913363934,-0.0730719342828
148.446217775,-0.107279859483,-0.199058264494
148.736731291,-0.0868469774723,-0.0753309503198
149.006804228,-0.10847196728,-0.0699841231108
149.199059248,-0.10847196728,-0.0699841231108
149.446410894,-0.0129558760673,-0.108974181116
149.730176926,0.0192630384117,-0.0536818988621
150.003296614,0.0679273679852,-0.0170807037503
150.20989871,0.00466388976201,-0.0801594257355
150.444325686,-0.01390911825,-0.0729297697544
150.741101742,-0.01390911825,-0.0729297697544
151.047785044,0.00591529160738,-0.0716641843319
151.206321478,0.108769148588,-0.0873652696609
151.449387312,0.106507435441,0.00304966233671
151.698031664,0.106507435441,0.00304966233671
152.045853138,0.0688868165016,0.0393196158111
152.206339598,0.0346998348832,-0.111319258809
152.442110538,0.0491495095193,-0.160724669695
152.703744888,-0.0474530309439,-0.141879722476
153.048347712,-0.106591321528,-0.199762761593
153.205525637,-0.106591321528,-0.199762761593
153.45401454,-0.0467572212219,-0.135934114456
153.699287415,0.0737137719989,-0.138850212097
154.08240509,-0.0699157416821,-0.0604992061853
154.207401991,-0.0699157416821,-0.0604992061853
154.446632624,-0.078602053225,-0.130456596613
154.704901218,-0.0546915754676,-0.0469697788358
155.031428099,-0.0538348034024,-0.111730821431
155.210246563,-0.0668945461512,-0.132450774312
155.454649925,-0.0668945461512,-0.132450774312
155.70924449,-0.0834858566523,-0.224705159664
156.031242847,-0.154837891459,-0.188449397683
156.206294537,-0.154837891459,-0.188449397683
156.44868207,-0.131034702063,-0.126882970333
156.701614618,-0.0621832236648,-0.139666840434
157.064239502,-0.0813655182719,-0.894871532917
157.202852964,-0.0538343004882,-0.259558498859
157.461027861,-0.0538343004882,-0.259558498859
157.698339701,-0.0752589181066,-0.161312967539
158.0497365,-0.0580107420683,-0.156499326229
158.204622746,-0.1125639081,-0.15543949604
158.455127001,-0.1125639081,-0.15543949604
158.707971811,-0.0726376324892,-0.124578014016
159.006949425,-0.0250423885882,-0.133134156466
159.19939065,-0.0250423885882,-0.133134156466
159.453609467,-0.0581726618111,-0.00279358634725
159.745461941,0.0198944173753,-0.0879646539688
160.00920558,-0.0103059699759,-0.0703098401427
160.194031477,-0.055752184242,-0.030535614118
160.445029974,-0.018443338573,-0.0421059094369
160.751131058,-0.000900562852621,-0.114160187542
161.006019354,-0.000900562852621,-0.114160187542
161.196820498,0.0491743758321,-0.112309649587
161.45198679,0.15028989315,-0.0619268342853
161.700563431,0.0960267186165,-0.117395177484
162.01833272,0.0130881741643,-0.036175057292
162.203690529,0.0130881741643,-0.036175057292
162.494782686,0.0425501763821,-0.100014649332
162.691910505,-0.0698368623853,-0.137081518769
162.999028683,-0.022191433236,-0.109483197331
